EmpID,FullName,Department,Gender,Country,Age,Joining_Date,Salary,Performance,Product,Quantity,Price,Sale_Date
8143,Mr. Christopher Nichols,HR,Male,Germany,33,19-05-2019,87213,Average,Tablet,6,1380,26-11-2024
8144,Meagan Greene,HR,Male,USA,26,31-07-2018,47050,Poor,Camera,10,1887,09-04-2024
8145,Robert Mcdonald,Finance,Male,India,28,05-11-2018,88150,Poor,Camera,10,1682,08-09-2024
8146,Paula Delgado,Sales,Female,USA,31,27-10-2020,61544,Excellent,Headphones,13,552,18-09-2024
8147,Angela Smith,HR,Female,India,28,24-10-2022,68002,Poor,Tablet,4,1381,07-06-2024
8148,Megan Castro,Finance,Female,USA,45,16-12-2016,31087,Excellent,Tablet,7,1629,13-12-2024
8149,Jerome Morton,HR,Male,UK,29,26-12-2022,90763,Good,Tablet,5,1086,12-08-2024
8150,Mitchell Arellano,HR,Male,Germany,36,15-12-2019,34784,Poor,Tablet,12,619,16-12-2023
8151,Michael Mckenzie,HR,Male,Canada,40,28-08-2024,66580,Poor,Mobile,1,508,06-12-2024
8152,Alyssa Howard,HR,Male,India,25,18-09-2019,83958,Good,Tablet,4,883,23-08-2024
8153,Thomas Stevens,Finance,Female,Canada,46,02-01-2025,37361,Excellent,Camera,6,1802,18-12-2024
8154,Janet Byrd,Finance,Male,Canada,29,13-03-2025,37271,Average,Camera,9,384,16-02-2024
8155,Jennifer Valdez,Finance,Female,Germany,33,26-02-2020,53127,Excellent,Mobile,13,1973,05-02-2025
8156,Brittany Phillips,Sales,Female,India,58,11-01-2016,105325,Good,Headphones,1,1140,25-02-2025
8157,James Bowen,Sales,Male,Canada,29,23-11-2023,127842,Poor,Headphones,3,1712,29-11-2024
8158,John Manning,Marketing,Male,Canada,26,11-02-2021,42230,Average,Tablet,10,1906,14-09-2025
8159,Michael George,IT,Female,Germany,21,09-03-2019,40232,Average,Mobile,1,1515,08-09-2024
8160,Joanne Zamora,IT,Male,Germany,50,23-02-2025,80612,Good,Camera,10,1366,16-06-2025
8161,Adam Harrison,Marketing,Male,Canada,41,08-12-2023,140700,Average,Laptop,10,919,07-12-2024
8162,Michael Cruz,IT,Male,Germany,46,15-11-2024,132339,Good,Headphones,7,1980,12-06-2024
8163,Michael Wilson,Finance,Female,Canada,57,16-01-2017,102309,Good,Laptop,5,738,21-08-2025
8164,Andrew Fuentes,Finance,Male,UK,24,16-01-2025,126798,Good,Laptop,4,171,12-03-2025
8165,Stephanie Hull,HR,Female,UK,52,03-07-2020,74562,Good,Laptop,13,1015,26-02-2024
8166,James Brown,Finance,Male,UK,22,09-07-2016,141377,Good,Headphones,15,1261,02-12-2023
8167,Troy Carter,Marketing,Female,Germany,59,23-09-2015,123971,Poor,Laptop,12,1570,19-09-2025
8168,Jennifer Nguyen,IT,Female,Germany,54,26-03-2024,47017,Poor,Camera,14,1829,01-03-2024
8169,Juan Rivera,HR,Female,Canada,60,30-03-2018,123081,Average,Camera,7,1808,24-05-2024
8170,Steven Potter,IT,Female,India,44,14-09-2020,122638,Poor,Camera,2,225,02-01-2025
8171,Jason Chang,IT,Female,India,42,13-03-2024,39099,Poor,Headphones,6,638,06-07-2024
8172,Patricia Williams,Finance,Female,India,41,23-10-2020,85903,Poor,Camera,11,561,14-01-2025
8173,Mr. Christopher Murphy MD,IT,Male,USA,38,06-10-2018,120806,Average,Tablet,14,141,12-06-2024
8174,Jamie Berg,Marketing,Female,India,35,23-05-2017,58980,Good,Laptop,11,981,01-01-2025
8175,Michelle Butler,HR,Male,UK,43,19-04-2025,98148,Excellent,Headphones,8,1799,03-04-2024
8176,Kevin Hood,IT,Male,Canada,59,19-05-2023,97760,Good,Mobile,10,516,05-06-2024
8177,Misty Thomas,HR,Female,India,35,27-09-2021,98129,Average,Headphones,9,1440,23-08-2024
8178,Laura Andrews,Finance,Female,USA,28,28-08-2025,95181,Good,Mobile,13,1805,10-10-2024
8179,Ellen Hopkins,Sales,Male,Germany,34,15-09-2023,39627,Good,Camera,4,786,16-12-2024
8180,Roberta Davis,HR,Male,Canada,22,20-08-2016,118895,Excellent,Mobile,11,159,07-10-2023
8181,Matthew Chavez,IT,Male,Germany,26,09-08-2022,127839,Average,Tablet,6,1290,25-02-2025
8182,Ashley Gallagher,Marketing,Female,Canada,59,30-01-2025,149171,Good,Mobile,12,1352,15-10-2023
8183,Rodney Williams,IT,Female,UK,24,01-06-2019,143361,Good,Laptop,4,907,06-03-2024
8184,Valerie Chambers,Marketing,Female,UK,46,22-09-2023,54040,Average,Camera,12,537,03-12-2023
8185,Ryan Hudson,Finance,Male,UK,57,07-02-2025,53901,Good,Laptop,12,1990,11-12-2024
8186,Kimberly Robinson,Finance,Female,India,46,05-12-2015,38317,Poor,Laptop,1,843,27-07-2025
8187,Lori Hamilton,IT,Male,USA,38,24-07-2016,77664,Excellent,Mobile,7,640,30-10-2024
8188,Leslie Petersen,Marketing,Female,India,57,18-06-2024,134820,Average,Laptop,12,1668,10-09-2024
8189,Deanna Gomez,IT,Male,Germany,29,12-01-2023,56087,Poor,Camera,10,1646,25-07-2025
8190,Mary Francis,Sales,Male,USA,46,31-03-2025,75046,Poor,Laptop,1,1729,19-02-2025
8191,David Allen,HR,Male,USA,45,29-06-2018,33310,Poor,Tablet,13,1938,08-07-2024
8192,Danielle Wood,Marketing,Female,USA,60,16-09-2024,136584,Average,Laptop,11,210,17-10-2023
8193,Christine Austin,HR,Female,Germany,21,03-10-2023,143794,Average,Laptop,11,602,18-05-2025
8194,Tim Smith,Marketing,Female,Canada,35,26-02-2025,132424,Excellent,Headphones,11,1375,10-09-2025
8195,Matthew Davis,Sales,Male,Germany,37,09-08-2018,105564,Excellent,Mobile,12,325,05-09-2025
8196,Thomas Bates,Marketing,Female,Germany,26,15-02-2019,142961,Average,Camera,8,1386,07-07-2024
8197,Michelle Martinez,IT,Male,Germany,48,01-08-2021,142071,Average,Mobile,15,940,24-06-2024
8198,Jennifer Miller,Sales,Male,UK,50,14-04-2016,64560,Poor,Camera,3,206,06-04-2024
8199,Jennifer Torres,Sales,Female,Canada,54,15-10-2016,115315,Poor,Tablet,8,1082,20-01-2025
8200,Kaitlyn Blevins,Finance,Female,Canada,46,26-06-2023,111957,Poor,Tablet,4,1870,21-03-2025
8201,Michael Johnson,IT,Female,Germany,30,21-07-2022,71539,Average,Headphones,13,1665,11-10-2024
8202,Vanessa Hunt,HR,Male,USA,35,15-04-2020,35091,Good,Laptop,5,290,19-01-2025
8203,Michael Lopez,Finance,Female,Germany,26,24-01-2017,130060,Good,Camera,5,440,01-07-2025
8204,Robert Gomez,HR,Female,Canada,49,09-04-2024,135009,Good,Camera,1,624,13-11-2023
8205,Cynthia Young,Sales,Male,Canada,51,18-06-2020,54020,Excellent,Headphones,5,1593,11-09-2024
8206,Francisco Maldonado,IT,Female,USA,50,17-08-2022,43579,Excellent,Camera,9,181,27-06-2025
8207,Deborah Obrien,HR,Female,India,53,24-12-2023,132864,Poor,Laptop,9,155,11-10-2023
8208,Shelby Weaver,IT,Male,Canada,28,11-12-2022,32750,Average,Tablet,14,1759,06-11-2023
8209,Jonathan Morgan,IT,Male,Germany,37,16-10-2024,51910,Good,Laptop,15,430,08-04-2025
8210,Sara Anderson,HR,Female,USA,25,01-06-2017,77057,Good,Tablet,1,83,29-03-2024
8211,Brandi Payne,Finance,Female,Canada,39,29-04-2021,113933,Excellent,Camera,13,408,13-04-2025
8212,Darren Franklin,HR,Female,Germany,36,11-06-2020,39371,Good,Mobile,10,334,13-10-2024
8213,Robert Hunter,IT,Female,India,41,05-11-2016,39297,Excellent,Camera,1,1982,25-04-2024
8214,Marilyn Mcdonald,Finance,Male,Canada,43,27-10-2019,149309,Average,Laptop,12,874,27-05-2025
8215,Jermaine Tanner,Sales,Female,Canada,60,28-08-2022,111412,Good,Laptop,3,653,19-01-2024
8216,Samantha Rivera,Marketing,Female,Canada,60,16-05-2024,52138,Excellent,Tablet,14,1605,27-12-2024
8217,Heather Estrada,Marketing,Female,UK,54,21-12-2021,113521,Excellent,Mobile,2,388,21-06-2025
8218,Raymond Smith,Finance,Female,USA,34,25-05-2023,92332,Excellent,Headphones,10,1775,12-08-2024
8219,David Campbell,IT,Female,UK,50,03-08-2023,101229,Excellent,Laptop,13,985,09-04-2024
8220,Scott Keith,Sales,Male,UK,44,06-09-2016,147791,Average,Headphones,9,1776,16-09-2024
8221,Carl Carlson,Marketing,Female,Germany,35,22-09-2018,55667,Good,Tablet,3,841,15-11-2024
8222,Michelle Carroll,Marketing,Male,India,26,09-05-2019,97003,Poor,Headphones,10,1360,31-03-2025
8223,Leah Gardner,IT,Female,Germany,37,08-05-2016,120551,Average,Laptop,3,959,17-09-2025
8224,Steven Berry,IT,Male,India,52,16-06-2017,46700,Average,Headphones,4,1291,09-01-2025
8225,Beverly Palmer,Finance,Male,Canada,30,08-08-2025,128136,Excellent,Laptop,7,1045,17-12-2024
8226,Gary Lowe,IT,Male,India,48,07-11-2018,57704,Average,Tablet,8,1792,02-04-2024
8227,William Meza,IT,Female,USA,52,04-09-2023,111403,Average,Laptop,2,1171,21-10-2023
8228,Kevin Morris,Sales,Female,India,32,13-12-2015,31677,Good,Tablet,7,73,11-11-2023
8229,Dana Brennan,IT,Female,UK,27,17-04-2018,132359,Poor,Laptop,9,120,16-02-2025
8230,Brent Mills,Finance,Female,USA,28,16-03-2016,33702,Excellent,Mobile,6,1805,30-07-2025
8231,Kyle Garrison,Sales,Male,UK,49,14-11-2017,86282,Average,Tablet,10,1803,28-08-2025
8232,Jonathan Nelson,Marketing,Male,UK,40,12-06-2020,95614,Good,Camera,7,368,02-05-2024
8233,Jessica Wilcox,IT,Male,USA,59,22-07-2024,144402,Excellent,Camera,10,1944,05-09-2024
8234,John Dean,HR,Female,India,26,16-12-2019,137771,Good,Mobile,7,299,03-06-2025
8235,Erin Ballard,Sales,Male,USA,37,06-02-2017,39310,Average,Mobile,8,1395,26-10-2024
8236,Jonathon Thompson,Sales,Female,India,28,01-07-2020,30111,Excellent,Headphones,10,1648,05-07-2025
8237,Chelsea Davis,Marketing,Male,Germany,35,18-05-2024,82103,Good,Mobile,7,1529,12-09-2025
8238,Elizabeth Potter,HR,Male,USA,31,24-10-2023,86447,Poor,Tablet,3,806,13-04-2024
8239,Amy Diaz,Sales,Male,UK,44,11-04-2023,137436,Excellent,Headphones,13,1120,28-09-2024
8240,Denise Newman,Marketing,Male,USA,33,08-12-2018,78621,Average,Laptop,7,607,05-08-2025
8241,Terry Burns,HR,Male,UK,49,23-05-2022,39002,Average,Camera,6,1446,06-07-2025
8242,Brandon Crosby,HR,Female,UK,41,28-11-2020,80261,Average,Laptop,3,1570,04-08-2025
8243,Christopher Powell,IT,Female,USA,47,31-10-2021,85678,Poor,Headphones,13,569,05-12-2023
8244,Timothy Ellis,HR,Male,USA,58,21-05-2017,36798,Excellent,Mobile,6,1787,16-02-2025
8245,Steve Martinez,Marketing,Male,India,44,17-06-2024,92978,Excellent,Tablet,14,1507,13-04-2024
8246,Matthew Knox,IT,Female,Canada,36,11-05-2023,121005,Poor,Tablet,3,1867,02-11-2023
8247,Jessica Miller,IT,Male,India,22,09-12-2016,87638,Poor,Headphones,6,566,25-06-2025
8248,Dylan Thompson MD,HR,Male,Germany,27,14-10-2016,109604,Average,Tablet,4,212,24-03-2024
8249,Jonathan Vega,HR,Female,Canada,33,14-03-2022,107235,Poor,Tablet,5,904,21-03-2024
8250,Shane Mills,Sales,Male,Canada,43,06-10-2023,140937,Excellent,Mobile,11,299,09-08-2024
8251,Lindsay Jones,Finance,Male,USA,45,02-05-2019,55083,Average,Mobile,10,243,30-12-2024
8252,Natalie Weiss,HR,Female,India,27,08-10-2022,130287,Excellent,Laptop,13,1753,06-08-2025
8253,Christopher Flores,Sales,Male,USA,30,14-02-2019,130984,Good,Laptop,1,1799,19-03-2024
8254,Vernon Gray,IT,Female,India,57,05-06-2018,34175,Excellent,Camera,1,928,03-11-2024
8255,Rebecca Fisher,Finance,Male,Canada,39,29-07-2023,110298,Good,Tablet,6,1411,12-03-2025
8256,Johnny Bright,Marketing,Female,UK,21,26-11-2018,41303,Poor,Mobile,5,1375,25-02-2025
8257,Jennifer Jimenez,IT,Female,USA,22,28-02-2024,103905,Average,Laptop,4,1930,16-05-2025
8258,Michael Garrett,HR,Male,Germany,45,01-12-2017,36586,Excellent,Tablet,8,296,01-03-2024
8259,Alicia Simmons,Finance,Female,USA,50,23-10-2022,31139,Good,Headphones,1,764,13-12-2024
8260,Leon Wilson,HR,Female,Canada,46,06-02-2021,91997,Good,Laptop,10,515,16-05-2024
8261,Dr. Krista Hensley MD,Finance,Male,USA,49,20-09-2015,110432,Poor,Camera,4,538,03-11-2023
8262,Jessica Romero,Finance,Female,India,45,08-11-2015,119867,Good,Mobile,3,637,12-11-2024
8263,Julia Gonzalez,HR,Male,India,58,19-08-2024,121837,Good,Camera,5,535,18-10-2023
8264,Steven Brown,IT,Female,USA,37,02-04-2021,34160,Excellent,Tablet,5,820,14-09-2024
8265,Nicole Ford,IT,Female,Canada,25,25-01-2016,51616,Good,Tablet,1,172,17-05-2025
8266,Lisa Wallace,IT,Male,India,28,04-02-2019,70581,Good,Headphones,5,857,11-03-2024
8267,Matthew White,Finance,Female,Canada,55,10-04-2016,74873,Average,Camera,9,1224,09-09-2024
8268,Pamela Boyd,Finance,Male,Canada,55,07-07-2023,129164,Excellent,Headphones,6,120,17-12-2023
8269,Tina Johnson,Finance,Male,India,43,23-10-2019,136726,Poor,Headphones,1,1378,21-02-2024
8270,Jason Warren,HR,Male,India,54,21-04-2022,116004,Poor,Tablet,7,1553,02-10-2024
8271,Tanner Schneider,Finance,Female,Canada,57,18-08-2017,43268,Good,Mobile,8,1625,22-03-2025
8272,Brandon Collins,Sales,Male,Germany,52,15-02-2019,65879,Good,Mobile,11,326,24-06-2025
8273,Wendy Charles,Sales,Male,Canada,51,28-06-2023,51027,Average,Camera,7,466,13-04-2024
8274,Benjamin Wade,IT,Male,Canada,49,10-04-2017,78166,Excellent,Headphones,13,338,09-06-2024
8275,Karen Schmidt,Marketing,Female,UK,58,01-02-2016,145310,Good,Laptop,10,1230,02-07-2024
8276,Renee Skinner,Marketing,Female,UK,59,03-01-2017,125066,Average,Mobile,9,327,15-11-2023
8277,Deborah Norman,Marketing,Female,USA,33,08-05-2024,117475,Good,Camera,1,1687,29-09-2023
8278,Michael Hall,IT,Male,USA,26,21-10-2015,115075,Average,Tablet,7,1027,10-06-2025
8279,Kelly Villarreal,HR,Male,Germany,26,11-05-2016,116740,Excellent,Tablet,8,1484,24-12-2023
8280,Shaun Washington,IT,Female,Canada,57,08-12-2023,38813,Excellent,Headphones,14,1481,11-06-2025
8281,Kristin Frost,HR,Male,Canada,48,13-07-2024,49260,Excellent,Laptop,12,433,04-05-2024
8282,Aaron Gibson,Marketing,Female,USA,34,21-08-2019,101216,Good,Mobile,3,981,02-06-2024
8283,Dennis Becker,Sales,Female,Canada,49,14-02-2021,93852,Good,Mobile,10,1100,23-01-2025
8284,Thomas Moss,HR,Female,Germany,32,02-10-2016,88122,Good,Tablet,12,1907,11-06-2024
8285,Aaron Alexander,Marketing,Female,Canada,21,05-05-2019,124415,Excellent,Mobile,10,1173,25-12-2023
8286,Paul Johnson,HR,Female,Canada,44,28-12-2017,133217,Poor,Mobile,1,1186,11-06-2025
8287,Holly Meadows,Sales,Male,India,27,16-06-2022,52485,Excellent,Headphones,11,1501,19-07-2024
8288,Anthony Bryant,Finance,Female,UK,45,29-08-2016,48808,Average,Camera,11,1906,17-07-2024
8289,Hailey Armstrong,HR,Female,USA,25,08-02-2019,95066,Poor,Headphones,15,201,13-10-2024
8290,William Little,Finance,Female,Germany,58,19-08-2021,108890,Average,Headphones,4,790,11-06-2025
8291,Tiffany Sanchez,Sales,Female,Canada,38,01-04-2016,70297,Excellent,Mobile,6,383,29-04-2025
8292,Sarah Guzman,Finance,Male,UK,27,02-01-2024,43884,Good,Camera,14,280,10-10-2023
8293,Lawrence Snyder,IT,Male,USA,34,19-05-2025,38020,Excellent,Camera,3,492,04-02-2025
8294,Dan Jones,Marketing,Male,UK,49,09-01-2025,66567,Average,Camera,1,1090,31-01-2025
8295,Todd Caldwell,Marketing,Female,UK,26,11-12-2021,41995,Good,Camera,12,1293,01-06-2024
8296,Justin Hodges,Sales,Female,USA,23,21-08-2017,106178,Good,Mobile,6,63,31-12-2024
8297,Rachel Brown,Finance,Male,UK,27,16-12-2015,47632,Average,Laptop,1,1327,28-03-2025
8298,Michael Brown,Sales,Female,India,46,10-04-2022,137795,Excellent,Laptop,3,1898,01-12-2024
8299,Mary Esparza,Marketing,Male,Germany,47,02-10-2016,102400,Poor,Mobile,10,1503,23-01-2025
8300,Larry White,Marketing,Male,USA,40,04-09-2024,124359,Excellent,Laptop,9,411,20-04-2025
8301,Amy Galloway,Marketing,Male,USA,59,15-04-2025,129021,Average,Headphones,4,1832,19-08-2024
8302,Brendan Peters,Marketing,Female,Canada,43,27-08-2020,86744,Excellent,Camera,7,1808,25-03-2024
8303,Jonathan Rowe,Sales,Male,USA,49,02-08-2023,90993,Average,Tablet,2,623,14-01-2025
8304,Jasmine Joyce,Marketing,Male,UK,50,10-07-2022,34095,Poor,Headphones,4,1794,24-11-2024
8305,Christine Smith,Marketing,Male,UK,36,19-09-2021,72743,Good,Headphones,10,1176,13-07-2024
8306,Adam Carroll,Finance,Male,UK,47,19-02-2023,137864,Excellent,Tablet,11,841,19-12-2023
8307,Jamie Bush,Finance,Male,Germany,37,01-05-2018,43621,Excellent,Laptop,14,768,30-10-2023
8308,Heather Oconnor,HR,Female,USA,46,03-02-2020,144737,Excellent,Headphones,12,607,24-08-2024
8309,Brianna Brown,IT,Male,UK,22,29-05-2018,83159,Average,Mobile,3,802,23-10-2023
8310,Bryan James Jr.,Marketing,Female,Canada,53,16-07-2020,131639,Good,Mobile,12,1561,24-06-2025
8311,Scott Edwards,HR,Male,USA,54,10-01-2022,52465,Poor,Mobile,5,475,31-01-2025
8312,Michael Hooper,HR,Male,Canada,45,29-05-2024,32173,Good,Camera,11,479,21-06-2025
8313,Elizabeth Finley,HR,Female,Canada,53,25-06-2017,31281,Good,Laptop,14,1758,20-09-2024
8314,Maria Vincent,Sales,Female,Germany,30,29-05-2020,130654,Poor,Tablet,2,1293,05-04-2024
8315,Andrea Frey,Sales,Female,USA,59,14-06-2022,44159,Excellent,Mobile,1,1539,26-07-2025
8316,Ronald King,Finance,Female,Canada,21,03-12-2016,34519,Average,Headphones,12,1260,16-10-2024
8317,Leslie Vega,Marketing,Female,India,48,25-02-2017,30908,Average,Laptop,11,179,31-07-2025
8318,Toni Whitehead,Sales,Male,India,57,03-07-2016,55115,Good,Camera,15,1681,20-05-2025
8319,Matthew Williams,IT,Female,Canada,23,19-06-2023,127793,Poor,Camera,9,1641,25-06-2025
8320,Rhonda Miller,HR,Female,UK,58,21-08-2025,142180,Excellent,Headphones,10,845,08-11-2024
8321,Kimberly Hall,Sales,Male,UK,49,02-04-2024,62991,Excellent,Camera,4,1836,30-05-2025
8322,John Allen,HR,Male,Canada,56,19-09-2025,143521,Average,Camera,6,269,09-04-2024
8323,Derrick Stephens,Finance,Male,Canada,21,24-08-2023,37791,Good,Mobile,11,1445,16-09-2024
8324,John Hayes,Sales,Female,Germany,52,28-06-2023,82955,Poor,Headphones,3,1619,21-06-2025
8325,Shelly Thompson,Finance,Male,India,26,09-05-2023,146155,Excellent,Mobile,14,266,22-02-2024
8326,Christopher Newton,Finance,Female,Canada,34,05-02-2025,96399,Good,Camera,9,504,25-12-2023
8327,Joel York,Sales,Female,UK,60,11-07-2016,54544,Good,Mobile,10,1023,09-12-2024
8328,Brian Hansen,Marketing,Male,UK,41,18-08-2017,57665,Average,Mobile,14,463,07-06-2025
8329,Edward Smith,Finance,Male,UK,57,06-01-2018,84322,Poor,Headphones,6,1008,29-05-2025
8330,Michael Ray,HR,Female,Germany,59,17-01-2019,38215,Good,Laptop,5,1718,12-01-2025
8331,William Singh,IT,Male,India,35,18-10-2017,79752,Good,Laptop,11,1984,13-03-2025
8332,Abigail Williams,Finance,Male,Canada,60,05-09-2017,129712,Excellent,Mobile,12,1982,22-03-2025
8333,Trevor Brock,IT,Male,India,25,14-02-2023,39941,Excellent,Mobile,9,103,02-05-2024
8334,Amanda Martin,Marketing,Female,India,21,11-05-2019,103964,Excellent,Laptop,15,1816,12-02-2024
8335,Shelley Davis,Sales,Female,Canada,41,19-05-2021,71902,Average,Camera,4,815,26-03-2025
8336,Janet Castillo DDS,Sales,Male,Germany,43,21-11-2021,81839,Poor,Tablet,15,881,12-03-2025
8337,Michael Jones,IT,Female,Canada,59,08-06-2019,133773,Good,Camera,3,1694,03-11-2024
8338,Michael Morgan,IT,Female,UK,39,15-09-2022,48470,Excellent,Tablet,10,660,22-09-2023
8339,April Huber,HR,Female,USA,54,19-10-2024,115567,Poor,Headphones,1,379,06-10-2024
8340,Donald Smith,IT,Female,Canada,33,19-05-2022,142093,Excellent,Mobile,11,998,25-12-2023
8341,Ronnie James,Finance,Female,Germany,32,01-02-2016,81208,Poor,Headphones,7,967,18-03-2025
8342,Alison Jackson,IT,Male,UK,35,02-06-2019,70666,Excellent,Mobile,13,221,13-12-2024
8343,Miranda Lawson,IT,Male,USA,26,10-08-2023,61736,Excellent,Mobile,1,470,28-10-2023
8344,Monica Gonzalez,HR,Male,UK,53,16-06-2019,106397,Good,Mobile,3,468,30-01-2025
8345,Michael Chapman,Finance,Male,USA,54,27-09-2024,90454,Good,Tablet,9,354,03-04-2025
8346,Jessica Calderon,Finance,Male,USA,35,28-04-2023,86548,Average,Mobile,15,968,11-03-2024
8347,Thomas Walker,Marketing,Male,India,21,08-11-2021,56656,Average,Camera,11,1663,09-12-2023
8348,Zachary Sanders,IT,Male,India,35,01-06-2020,37520,Poor,Camera,11,805,30-12-2023
8349,Jonathan Delgado,Sales,Female,Canada,42,14-08-2016,81702,Good,Tablet,12,93,06-02-2025
8350,Kristen West,Marketing,Female,USA,49,13-04-2025,145897,Good,Laptop,9,129,29-01-2024
8351,Jessica Casey,HR,Male,Germany,54,11-11-2022,47560,Poor,Laptop,7,150,06-03-2024
8352,William White,IT,Male,Canada,43,25-07-2016,121521,Average,Tablet,11,848,06-12-2024
8353,Mario Johnson,IT,Male,Canada,38,06-11-2021,126904,Poor,Headphones,5,1700,20-05-2025
8354,Desiree Hernandez,IT,Male,Germany,50,07-06-2020,37812,Excellent,Laptop,7,1331,22-05-2025
8355,Timothy Schroeder,HR,Male,USA,48,27-05-2018,96931,Poor,Camera,5,1384,09-02-2025
8356,Robert Meyer,Finance,Male,Germany,38,06-10-2021,80041,Good,Headphones,3,512,11-01-2024
8357,Maureen Ryan,Sales,Male,Germany,50,17-11-2018,75803,Poor,Laptop,8,606,26-01-2024
8358,Dana Beard,Sales,Female,India,45,20-03-2019,122925,Good,Laptop,15,537,16-01-2025
8359,Tiffany Rice,Sales,Female,Canada,51,24-08-2021,68339,Excellent,Mobile,14,407,13-04-2025
8360,Brian Alvarez,IT,Male,UK,55,18-11-2017,64328,Average,Camera,3,873,04-04-2025
8361,John White,Marketing,Male,USA,52,11-04-2025,69638,Poor,Tablet,14,569,04-05-2024
8362,Rodney Higgins,Sales,Female,UK,45,09-03-2020,56676,Excellent,Laptop,6,183,03-07-2024
8363,Harry Strickland,Finance,Male,Germany,60,27-10-2023,61998,Good,Mobile,4,1488,25-04-2025
8364,Sean Henry,Sales,Female,India,30,13-06-2025,98692,Average,Headphones,14,1048,04-04-2024
8365,Peter Craig,Sales,Female,UK,40,04-04-2025,48879,Excellent,Laptop,7,1831,14-12-2024
8366,Priscilla Ramirez,IT,Female,Germany,57,28-11-2018,78762,Excellent,Headphones,7,223,29-06-2025
8367,Susan Navarro,HR,Male,Canada,43,12-08-2025,47698,Poor,Mobile,6,1730,05-07-2025
8368,Natasha Lee,Marketing,Male,Germany,53,21-04-2020,59637,Excellent,Headphones,9,1022,27-10-2024
8369,Andrew Martinez,Marketing,Female,UK,22,19-04-2016,136439,Good,Mobile,5,104,28-10-2023
8370,Ryan Weeks,Marketing,Female,India,33,27-09-2018,36099,Excellent,Headphones,4,973,07-03-2024
8371,Tammy Roy,Sales,Female,Canada,24,17-09-2020,131605,Average,Camera,13,1826,07-12-2023
8372,Lisa James,HR,Female,Germany,53,27-06-2023,128963,Poor,Tablet,12,1102,20-06-2024
8373,Dana Becker,HR,Male,Canada,36,24-07-2020,115896,Excellent,Headphones,2,1164,12-07-2025
8374,Monica Cook,HR,Female,UK,46,01-09-2024,109116,Good,Camera,14,1646,08-10-2024
8375,Andrew Mitchell,IT,Female,USA,54,09-06-2016,86736,Poor,Camera,15,1464,08-08-2024
8376,Maureen Phillips,Marketing,Female,India,40,13-06-2019,44769,Good,Mobile,14,1252,27-12-2024
8377,Amanda Figueroa,IT,Male,Canada,52,03-07-2025,41421,Average,Mobile,12,912,01-05-2025
8378,Emily Davidson,IT,Female,Germany,47,13-11-2016,149321,Average,Camera,1,1524,20-07-2025
8379,Christopher Moore,Marketing,Male,Germany,54,08-11-2019,142686,Average,Camera,15,600,26-12-2024
8380,Julian Lewis,Marketing,Female,UK,47,13-03-2017,113631,Poor,Camera,4,69,01-05-2024
8381,Norma Michael,Marketing,Female,Germany,47,13-11-2019,141786,Excellent,Camera,10,870,14-04-2024
8382,Jesse Nguyen,Sales,Female,Germany,30,10-01-2018,123743,Poor,Headphones,14,1062,06-10-2023
8383,Terry Anderson,IT,Male,USA,56,12-03-2025,118814,Poor,Laptop,12,996,15-10-2024
8384,Margaret Delacruz,IT,Female,UK,42,06-06-2018,112749,Excellent,Tablet,1,795,14-05-2025
8385,Jeffrey Turner,HR,Female,Germany,46,14-04-2016,149191,Excellent,Laptop,12,219,28-02-2024
8386,Thomas Larsen,Sales,Female,UK,32,31-05-2023,102864,Good,Laptop,4,1387,22-11-2024
8387,Garrett Lawson,HR,Male,UK,60,07-04-2017,86086,Good,Mobile,14,809,10-04-2025
8388,Christine Ellison,Finance,Male,USA,39,21-08-2023,73130,Excellent,Mobile,5,1338,24-08-2024
8389,Katherine Diaz,IT,Female,USA,52,22-01-2016,36006,Poor,Camera,14,778,15-09-2025
8390,Carolyn Gaines,IT,Female,UK,38,18-09-2020,43853,Excellent,Headphones,4,152,16-02-2025
8391,Karl Buck,IT,Female,UK,34,29-12-2015,133857,Good,Camera,11,1781,29-05-2025
8392,Kenneth Harris,IT,Female,UK,52,07-09-2025,71400,Poor,Headphones,14,423,09-07-2025
8393,Craig Brown,HR,Female,Germany,46,22-05-2022,61973,Good,Mobile,4,1795,21-04-2025
8394,Garrett Hanna,Marketing,Female,Germany,34,22-07-2018,77326,Poor,Tablet,13,335,30-11-2023
8395,Shelia Nelson,Sales,Male,USA,53,30-08-2016,145684,Excellent,Camera,7,1983,06-06-2025
8396,Diana Booth,IT,Female,India,25,18-01-2017,147870,Average,Laptop,9,1695,02-12-2023
8397,Brandon Fleming,Marketing,Female,Germany,40,10-06-2018,94369,Excellent,Tablet,15,572,20-02-2024
8398,Gary Thomas,IT,Male,UK,50,05-05-2019,62246,Good,Tablet,3,1496,23-12-2023
8399,Nicole Hart,Finance,Female,UK,24,23-12-2023,114476,Excellent,Headphones,7,559,21-11-2024
8400,Lisa Hammond,Sales,Male,Canada,44,08-10-2019,125028,Average,Camera,8,511,20-04-2025
8401,Dan Smith,Marketing,Male,Germany,58,16-12-2022,93275,Good,Laptop,2,1920,16-12-2023
8402,Annette Duncan,Sales,Male,USA,49,05-11-2017,106746,Poor,Camera,12,1180,20-05-2024
8403,Allen Jones,HR,Male,India,43,10-01-2023,120412,Excellent,Mobile,3,1639,27-04-2025
